,ann_to_longer,ann_to_shorter,announcements,as_path_avg,as_path_max,class,dups,edit_distance_avg,edit_distance_dict_0_,edit_distance_dict_10_,edit_distance_dict_1_,edit_distance_dict_2_,edit_distance_dict_3_,edit_distance_dict_4_,edit_distance_dict_5_,edit_distance_dict_6_,edit_distance_dict_7_,edit_distance_dict_8_,edit_distance_dict_9_,edit_distance_max,edit_distance_unique_dict_0_,edit_distance_unique_dict_10_,edit_distance_unique_dict_1_,edit_distance_unique_dict_2_,edit_distance_unique_dict_3_,edit_distance_unique_dict_4_,edit_distance_unique_dict_5_,edit_distance_unique_dict_6_,edit_distance_unique_dict_7_,edit_distance_unique_dict_8_,edit_distance_unique_dict_9_,flaps,imp_wd_dpath,imp_wd_spath,nadas,news,number_rare_ases,origin_0_,origin_1_,origin_2_,origin_changes,rare_ases_avg,rare_ases_max,timestamp,timestamp2,unique_as_path_avg,unique_as_path_max
201,632,783,3092,6,13,0,174,1.6717557251908397,987,0,752,568,220,149,198,103,18,7,9,11,987,0,752,568,220,149,198,103,18,7,9,144,1665,589,441,63,0,1323,0,192,110,0.0,0,2001-09-21 16:56:11,1001091371,6,11
202,692,1030,4104,6,19,0,181,1.601628084456881,1433,3,928,761,227,234,120,93,52,52,25,13,1433,3,928,761,227,234,120,93,52,52,25,262,2000,844,644,139,2,1736,0,254,86,0.00048732943469785567,1,2001-09-21 17:01:11,1001091671,3,10
203,1329,1290,5557,4,14,0,272,1.5315731166912852,1957,4,1097,1186,511,319,170,112,35,15,10,10,1957,4,1097,1186,511,319,170,112,35,15,10,280,2980,1241,643,118,3,2182,16,246,149,0.0005398596364945117,1,2001-09-21 17:06:11,1001091971,4,9
204,956,1040,4591,9,13,0,175,1.3529676258992809,1872,4,925,887,392,103,80,91,23,55,16,10,1872,4,925,887,392,103,80,91,23,55,16,308,2122,1166,677,135,7,1950,0,225,176,0.001524390243902439,1,2001-09-21 17:11:11,1001092271,4,9
205,808,960,4656,3,13,0,169,1.1885020613834174,1763,0,1202,705,420,158,51,50,8,7,2,9,1763,0,1202,705,420,158,51,50,8,7,2,254,2372,1241,330,282,7,1611,0,230,109,0.0015024683408456751,1,2001-09-21 17:16:11,1001092571,3,9
206,1352,1087,5753,7,14,0,455,1.4824981577008105,1936,5,1483,811,507,216,368,73,11,14,2,11,1936,5,1483,811,507,216,368,73,11,14,2,176,3110,1163,524,312,4,2153,0,186,124,0.0006952894142186688,1,2001-09-21 17:21:11,1001092871,7,10
207,1230,961,5305,3,14,0,419,1.2749458767959063,2149,1,1159,875,457,228,97,68,15,18,10,11,2149,1,1159,875,457,228,97,68,15,18,10,231,2571,1306,554,212,11,1992,12,125,113,0.0020727341247409087,1,2001-09-21 17:26:11,1001093171,3,11
208,1293,1635,6318,5,15,0,337,1.8593069824133728,1946,31,1157,1120,621,254,190,146,125,82,41,13,1946,31,1157,1120,621,254,190,146,125,82,41,300,2860,1134,1112,466,0,2121,19,204,131,0.0,0,2001-09-21 17:31:11,1001093471,5,11
209,974,1328,5279,3,18,0,333,1.5620496397117694,1657,4,1519,804,335,204,200,174,64,21,3,12,1657,4,1519,804,335,204,200,174,64,21,3,172,2738,1066,687,232,2,1917,0,332,141,0.0003788596325061565,1,2001-09-21 17:36:11,1001093771,3,14
210,2383,1753,7729,4,14,0,219,1.5252418179409035,2047,3,2159,1693,1049,370,130,68,12,7,2,16,2047,3,2159,1693,1049,370,130,68,12,7,2,379,4325,1337,1287,173,1,1549,15,360,322,0.00012938284383490748,1,2001-09-21 17:41:11,1001094071,4,10
211,961,751,4662,4,16,0,301,1.3564668769716088,1703,4,1178,817,379,162,78,26,23,22,17,13,1703,4,1178,817,379,162,78,26,23,22,17,272,2193,980,692,200,2,1438,0,279,139,0.000429000429000429,1,2001-09-21 17:46:11,1001094371,4,11
212,857,823,4512,5,17,0,230,1.3594515181194906,1685,4,881,864,331,112,61,22,40,47,25,12,1685,4,881,864,331,112,61,22,40,47,25,217,1928,1117,592,416,14,1812,0,321,105,0.003102836879432625,1,2001-09-21 17:51:11,1001094671,5,12
213,1204,1106,6128,6,16,0,348,1.4680996247014668,1280,9,2490,1135,469,265,128,36,15,16,7,13,1280,9,2490,1135,469,265,128,36,15,16,7,135,4250,740,389,258,61,2263,30,235,215,0.009954308093994776,1,2001-09-21 17:56:11,1001094971,6,11
214,1101,1003,4322,5,18,0,271,1.7944217359942294,1405,9,893,622,466,357,214,127,22,16,17,14,1405,9,893,622,466,357,214,127,22,16,17,162,2255,872,599,152,12,2007,33,225,224,0.0027739251040221915,1,2001-09-21 18:01:11,1001095271,5,12
215,1509,1084,6274,2,17,0,355,1.6473169085386432,2254,16,1183,1143,397,380,174,201,119,38,13,12,2254,16,1183,1143,397,380,174,201,119,38,13,202,3238,1592,539,337,0,1711,0,320,91,0.0,0,2001-09-21 18:06:11,1001095571,2,9
216,679,1029,4272,4,16,0,230,1.4205010224948875,1560,11,812,867,297,174,59,20,58,30,12,14,1560,11,812,867,297,174,59,20,58,30,12,303,1834,947,598,341,12,1837,0,249,98,0.002807674309780065,1,2001-09-21 18:11:11,1001095871,4,9
217,569,796,3297,3,15,0,221,1.4704761904761905,1289,0,799,358,229,229,102,59,44,27,14,9,1289,0,799,358,229,229,102,59,44,27,14,173,1564,828,364,128,3,1542,0,309,98,0.0009096422073984232,1,2001-09-21 18:16:11,1001096171,3,12
218,1519,976,4928,4,16,0,249,1.5015628255886644,1521,8,1251,1071,498,229,112,69,12,5,17,14,1521,8,1251,1071,498,229,112,69,12,5,17,204,2788,918,640,122,4,1336,0,415,216,0.0008116883116883117,1,2001-09-21 18:21:11,1001096471,4,13
219,1928,1846,6612,4,18,0,340,1.7171165548447496,1854,17,1544,1507,732,268,189,157,80,13,38,14,1854,17,1544,1507,732,268,189,157,80,13,38,289,4022,1164,594,188,1,1460,18,295,223,0.00015124016938898973,1,2001-09-21 18:26:11,1001096771,4,10
220,1533,713,5093,7,14,0,256,1.4886926556105966,1526,3,1279,946,425,179,139,67,29,38,8,11,1526,3,1279,946,425,179,139,67,29,38,8,366,2722,794,505,192,13,1526,1,312,338,0.002552021986650962,1,2001-09-21 18:31:11,1001097071,5,12
221,959,1744,7302,8,16,0,303,1.2079722703639515,3293,22,1612,1077,367,169,99,77,87,78,31,11,3293,22,1612,1077,367,169,99,77,87,78,31,277,2925,2598,821,357,68,2732,2,330,134,0.009306144792664568,1,2001-09-21 18:36:11,1001097371,5,12
222,2006,2758,14281,3,16,0,311,1.3021307594245128,4062,1,3216,1973,870,427,148,84,94,85,16,14,4062,1,3216,1973,870,427,148,84,94,85,16,442,6249,3104,876,3229,164,4275,7,422,88,0.011482985576249823,1,2001-09-21 18:41:11,1001097671,3,11
223,4133,5359,16837,3,17,0,589,1.649241554360307,3820,2,4766,4098,2606,713,153,94,210,34,28,14,3820,2,4766,4098,2606,713,153,94,210,34,28,1346,12450,1715,447,225,44,3932,7,387,218,0.002612981768513569,1,2001-09-21 18:46:11,1001097971,3,9
224,1315,1000,4476,6,17,0,164,2.0847621347500604,790,3,389,1795,794,101,46,45,118,41,13,12,790,3,389,1795,794,101,46,45,118,41,13,147,3203,407,220,325,0,1269,0,150,76,0.0,0,2001-09-21 18:51:11,1001098271,6,9
225,1421,1284,4972,4,17,0,198,1.942686056458512,1311,18,999,647,1185,183,73,37,120,54,37,11,1311,18,999,647,1185,183,73,37,120,54,37,215,2971,790,502,285,7,1673,8,341,155,0.001407035175879397,1,2001-09-21 18:56:11,1001098571,4,9
226,802,586,3441,5,15,0,151,1.3110968569595896,1207,10,810,630,288,48,43,13,15,35,13,12,1207,10,810,630,288,48,43,13,15,35,13,148,1625,838,356,284,23,1426,16,371,118,0.006684103458297007,1,2001-09-21 19:01:11,1001098871,5,11
227,1065,979,4406,9,16,0,251,1.3378663540445486,1655,3,1110,778,302,222,117,5,29,28,7,13,1655,3,1110,778,302,222,117,5,29,28,7,176,2182,1066,590,120,11,1493,0,277,199,0.0024965955515206537,1,2001-09-21 19:06:11,1001099171,5,13
228,860,934,4320,3,16,0,287,1.5339366515837105,1492,1,953,675,350,243,71,32,79,71,11,10,1492,1,953,675,350,243,71,32,79,71,11,232,2214,850,395,317,16,1764,0,288,98,0.003703703703703704,1,2001-09-21 19:11:11,1001099471,3,9
229,582,643,3089,5,15,0,156,1.279350828729282,1140,0,752,466,312,137,36,29,16,5,1,11,1140,0,752,466,312,137,36,29,16,5,1,168,1457,731,384,149,13,1535,46,143,121,0.004208481709291033,1,2001-09-21 19:16:11,1001099771,3,10
230,742,638,4123,4,17,0,136,1.4180576631259485,1199,0,1566,506,318,149,43,24,86,49,14,9,1199,0,1566,506,318,149,43,24,86,49,14,301,2528,676,313,169,17,1638,0,270,123,0.004119214926096439,1,2001-09-21 19:21:11,1001100071,4,9
231,1783,806,5449,6,21,0,364,1.7774181264280269,1395,0,1516,1088,486,327,115,198,89,16,3,19,1395,0,1516,1088,486,327,115,198,89,16,3,143,3326,715,704,172,4,1574,0,356,145,0.000733810310034856,1,2001-09-21 19:26:11,1001100371,5,14
232,1114,1432,6217,6,20,0,411,1.8155643303718327,1802,1,1761,838,707,421,116,56,163,203,7,17,1802,1,1761,838,707,421,116,56,163,203,7,260,3604,1021,782,136,14,1617,28,430,216,0.002251889979089593,1,2001-09-21 19:31:11,1001100671,3,11
233,909,621,4787,3,14,0,541,1.4313440077632218,1504,2,1013,739,482,185,40,119,16,21,1,10,1504,2,1013,739,482,185,40,119,16,21,1,160,2219,723,479,642,6,1641,45,412,247,0.0012526096033402922,1,2001-09-21 19:36:11,1001100971,3,11
234,821,950,4788,3,16,0,231,1.4522722330941509,1335,1,1965,622,225,152,45,36,51,150,8,12,1335,1,1965,622,225,152,45,36,51,150,8,189,2687,826,666,184,0,1585,27,495,216,0.0,0,2001-09-21 19:41:11,1001101271,3,11
235,998,786,4282,4,16,0,217,1.3580337490829053,1428,4,1301,735,285,138,47,26,81,31,8,12,1428,4,1301,735,285,138,47,26,81,31,8,195,2305,935,437,180,0,1515,31,272,233,0.0,0,2001-09-21 19:46:11,1001101571,4,12
236,673,878,4712,5,16,0,191,1.305934065934066,1411,0,1884,615,337,108,37,26,71,46,0,13,1411,0,1884,615,337,108,37,26,71,46,0,273,2776,791,519,154,0,1694,48,319,233,0.0,0,2001-09-21 19:51:11,1001101871,5,9
237,1112,811,5517,4,16,0,216,1.2806841046277666,2185,1,1177,808,333,132,128,97,73,32,0,12,2185,1,1177,808,333,132,128,97,73,32,0,669,2468,1165,452,225,1,1741,38,356,194,0.0001812250815512867,1,2001-09-21 19:56:11,1001102171,4,9
238,983,962,5027,2,16,0,421,1.4436122405307084,1633,1,980,961,846,150,32,19,22,17,4,13,1633,1,980,961,846,150,32,19,22,17,4,211,2795,903,343,350,1,1405,9,300,135,0.0001988466892026248,1,2001-09-21 20:01:11,1001102471,2,10
239,1338,1366,6827,2,18,0,363,1.6739529451026198,2193,1,1393,812,762,227,216,245,96,13,3,16,2193,1,1393,812,762,227,216,245,96,13,3,301,3309,1372,648,825,0,2206,19,296,115,0.0,0,2001-09-21 20:06:11,1001102771,2,10
240,2213,987,6735,4,15,0,371,1.4297005623955008,2291,0,1688,1480,507,150,223,198,28,7,1,13,2291,0,1688,1480,507,150,223,198,28,7,1,416,3503,1363,926,109,0,1370,0,242,125,0.0,0,2001-09-21 20:11:11,1001103071,4,10
241,665,480,2748,3,13,0,174,1.6144249512670563,900,0,606,464,248,153,104,31,15,11,14,13,900,0,606,464,248,153,104,31,15,11,14,119,1427,563,282,153,0,1212,0,147,74,0.0,0,2001-09-21 20:16:11,1001103371,3,11
242,374,623,3590,3,15,0,186,1.2756083757781551,1160,1,1561,373,166,63,48,21,70,54,17,10,1160,1,1561,373,166,63,48,21,70,54,17,209,2097,682,360,33,0,1439,0,160,49,0.0,0,2001-09-21 20:21:11,1001103671,3,9
243,811,733,4260,4,17,0,222,1.5162241887905603,1038,5,1661,617,397,77,72,89,92,10,3,12,1038,5,1661,617,397,77,72,89,92,10,3,175,2819,571,281,172,4,1707,0,311,81,0.0009387467730579675,1,2001-09-21 20:26:11,1001103971,4,9
244,1226,1012,5338,3,15,0,421,1.883258104226508,1651,5,1257,700,361,248,146,134,141,218,6,12,1651,5,1257,700,361,248,146,134,141,218,6,169,3008,994,282,454,1,2245,0,370,129,0.00018730099269526128,1,2001-09-21 20:31:11,1001104271,3,12
245,890,1084,7092,4,14,0,226,1.3138191341857957,1518,6,3321,796,381,247,88,64,18,22,20,12,1518,6,3321,796,381,247,88,64,18,22,20,153,4727,1073,312,590,0,1610,0,365,110,0.0,0,2001-09-21 20:36:11,1001104571,4,12
246,1045,1255,4890,6,15,0,300,1.8007787151200518,1480,2,1099,611,677,200,221,314,4,4,9,12,1480,2,1099,611,677,200,221,314,4,4,9,210,2502,897,714,256,2,1433,0,239,119,0.00040899795501022495,1,2001-09-21 20:41:11,1001104871,6,11
247,1736,2020,8669,5,15,0,268,1.7389125532448009,2379,11,2750,1068,466,253,481,148,288,100,30,13,2379,11,2750,1068,466,253,481,148,288,100,30,268,4535,1522,1389,558,2,1581,11,390,95,0.0002307071173145692,1,2001-09-21 20:46:11,1001105171,5,10
248,1082,645,4640,7,15,0,226,1.4912706110572258,1675,2,965,430,495,204,248,35,31,19,18,12,1675,2,965,430,495,204,248,35,31,19,18,150,2187,1254,307,512,2,1540,22,276,103,0.0004310344827586207,1,2001-09-21 20:51:11,1001105471,5,12
249,709,510,3375,3,14,0,235,1.1657232704402516,1578,2,507,575,287,89,83,36,11,9,1,12,1578,2,507,575,287,89,83,36,11,9,1,163,1388,1152,242,177,1,1365,23,129,53,0.0002962962962962963,1,2001-09-21 20:56:11,1001105771,3,8
250,2467,2263,11821,2,19,0,1030,1.4745214094145935,4295,4,2062,2183,1168,344,317,275,85,43,18,14,4295,4,2062,2183,1168,344,317,275,85,43,18,540,6065,2579,599,958,3,2398,6,364,332,0.00025378563573301747,1,2001-09-21 21:01:11,1001106071,2,10
251,1496,2224,7356,3,17,0,272,1.9553056921995784,1755,0,1900,1497,872,280,454,151,37,50,26,15,1755,0,1900,1497,872,280,454,151,37,50,26,244,4841,1141,617,207,13,2028,24,283,216,0.0017672648178357804,1,2001-09-21 21:06:11,1001106371,3,11
252,794,369,3325,3,12,0,167,1.2128617363344052,1239,0,922,504,208,80,70,66,17,3,1,9,1239,0,922,504,208,80,70,66,17,3,1,176,1699,845,223,195,0,1451,9,286,76,0.0,0,2001-09-21 21:11:11,1001106671,3,10
253,681,856,4551,3,11,0,205,1.2113957385683505,1569,0,1350,657,300,130,74,76,18,3,0,8,1569,0,1350,657,300,130,74,76,18,3,0,219,2256,1077,420,331,5,1281,33,205,92,0.001098659635245001,1,2001-09-21 21:16:11,1001106971,3,11
254,916,720,4915,6,15,0,172,1.4035047792444242,1502,1,1201,878,453,144,142,31,12,3,18,11,1502,1,1201,878,453,144,142,31,12,3,18,247,2561,1010,404,510,10,1598,0,277,76,0.002034587995930824,1,2001-09-21 21:21:11,1001107271,6,12
255,493,466,3658,4,14,0,197,1.2479776847977684,1091,5,1640,387,253,62,65,30,25,7,10,19,1091,5,1640,387,253,62,65,30,25,7,10,155,2309,673,251,68,2,1446,0,251,77,0.0005467468562055769,1,2001-09-21 21:26:11,1001107571,4,13
256,1652,1689,6859,8,11,0,423,1.6867413632119514,1905,1,1448,1109,1109,564,207,58,13,2,10,10,1905,1,1448,1109,1109,564,207,58,13,2,10,268,4005,1118,612,407,0,2123,17,282,108,0.0,0,2001-09-21 21:31:11,1001107871,5,11
257,614,824,3845,5,12,0,271,1.2083445491251683,1453,0,1186,414,388,170,45,27,15,14,3,9,1453,0,1186,414,388,170,45,27,15,14,3,178,1565,939,762,128,4,1351,38,215,65,0.0010403120936280882,1,2001-09-21 21:36:11,1001108171,3,11
258,1010,973,5072,2,13,0,193,1.4675747103069732,1355,0,1623,632,1040,184,54,14,14,3,0,8,1355,0,1623,632,1040,184,54,14,14,3,0,193,3342,930,261,138,2,1458,0,138,27,0.0003943217665615142,1,2001-09-21 21:41:11,1001108471,2,11
259,609,385,2521,2,13,0,111,1.2589753933037515,888,0,745,455,223,80,60,20,7,1,0,8,888,0,745,455,223,80,60,20,7,1,0,202,1359,518,289,39,4,1086,0,307,76,0.0015866719555731853,1,2001-09-21 21:46:11,1001108771,2,9
260,790,637,3566,6,14,0,226,1.2452509214629996,1345,0,962,680,267,141,103,21,4,2,1,11,1345,0,962,680,267,141,103,21,4,2,1,230,1891,778,402,33,11,1318,0,341,104,0.003084688726864835,1,2001-09-21 21:51:11,1001109071,3,9
261,719,652,2866,5,12,0,169,1.4978813559322033,972,1,717,546,291,120,64,101,17,2,1,10,972,1,717,546,291,120,64,101,17,2,1,142,1303,579,639,30,8,1008,0,282,101,0.002791346824842986,1,2001-09-21 21:56:11,1001109371,5,9
262,776,795,3422,5,12,0,170,1.5163277880468269,1047,0,798,723,334,172,103,41,12,9,3,11,1047,0,798,723,334,172,103,41,12,9,3,208,1746,600,522,170,6,1191,0,457,93,0.0017533606078316776,1,2001-09-21 22:01:11,1001109671,5,11
263,777,476,3311,6,14,0,197,1.4798308392973325,1067,8,776,614,335,124,69,19,13,33,13,11,1067,8,776,614,335,124,69,19,13,33,13,137,1739,659,342,231,3,1269,0,254,64,0.000906070673512534,1,2001-09-21 22:06:11,1001109971,4,10
264,799,648,6240,4,17,0,174,1.1001497255032442,1861,0,2976,514,347,173,60,29,34,5,4,11,1861,0,2976,514,347,173,60,29,34,5,4,401,3726,1183,527,163,4,1499,3,229,103,0.000641025641025641,1,2001-09-21 22:11:11,1001110271,4,11
265,1544,935,4714,3,16,0,292,1.7090432503276545,1410,37,1095,763,752,265,123,77,30,4,22,10,1410,37,1095,763,752,265,123,77,30,4,22,167,2886,888,345,119,1,1573,5,140,202,0.00021213406873143824,1,2001-09-21 22:16:11,1001110571,3,12
266,1260,1146,5442,3,17,0,379,1.6866936260350471,2100,39,1110,740,434,249,229,139,46,26,27,15,2100,39,1110,740,434,249,229,139,46,26,27,195,2635,1368,616,217,2,1751,1,208,76,0.0003675119441381845,1,2001-09-21 22:21:11,1001110871,3,10
267,908,1288,29854,7,16,0,174,0.2456229814720381,26176,46,1445,838,460,172,189,62,7,2,7,13,26176,46,1445,838,460,172,189,62,7,2,7,232,2293,25700,1016,416,267,7923,12,841,204,0.008943525155758022,1,2001-09-21 22:26:11,1001111171,7,14
268,1488,1318,7087,7,17,0,390,2.0735957678543646,2467,53,1299,855,513,405,107,112,62,52,475,11,2467,53,1299,855,513,405,107,112,62,52,475,322,3473,1661,581,547,2,1733,0,325,145,0.0002822068576266404,1,2001-09-21 22:31:11,1001111471,4,13
269,816,790,4989,5,14,0,245,1.2377049180327868,2010,8,1449,731,335,144,51,16,9,97,26,11,2010,8,1449,731,335,144,51,16,9,97,26,351,2448,1215,621,104,1,1225,1,285,68,0.00020044097013429543,1,2001-09-21 22:36:11,1001111771,3,12
270,630,595,4131,4,12,0,225,1.1796833773087072,1387,2,1377,585,227,102,16,6,7,79,2,10,1387,2,1377,585,227,102,16,6,7,79,2,340,2103,720,402,319,4,1305,0,238,41,0.0009682885499878962,1,2001-09-21 22:41:11,1001112071,4,9
271,510,407,2347,4,14,0,236,1.2772925764192142,1084,2,489,341,172,71,31,12,7,71,10,10,1084,2,489,341,172,71,31,12,7,71,10,331,1035,443,245,56,2,1157,0,168,60,0.0008521516829995738,1,2001-09-21 22:46:11,1001112371,4,11
272,1453,710,5172,6,13,0,169,1.5270136552543043,1218,0,1895,908,579,271,65,53,25,21,0,11,1218,0,1895,908,579,271,65,53,25,21,0,416,3449,581,438,102,1,1366,0,213,307,0.00019334880123743234,1,2001-09-21 22:51:11,1001112671,6,12
273,1273,1194,4972,4,16,0,218,2.0142650403142444,1545,12,954,744,451,569,276,56,114,60,34,13,1545,12,954,744,451,569,276,56,114,60,34,272,2585,994,768,117,0,1470,0,164,120,0.0,0,2001-09-21 22:56:11,1001112971,3,10
274,860,591,4413,5,21,0,295,1.330169020606622,1346,0,1648,627,368,151,102,27,22,9,10,17,1346,0,1648,627,368,151,102,27,22,9,10,283,2607,689,445,42,0,1481,0,283,78,0.0,0,2001-09-21 23:01:11,1001113271,5,10
275,1536,915,6228,5,23,0,315,1.6429942418426104,2179,3,1215,917,747,270,178,62,26,14,62,20,2179,3,1215,917,747,270,178,62,26,14,62,348,2942,1400,726,480,24,2076,0,277,181,0.0038535645472061657,1,2001-09-21 23:06:11,1001113571,5,11
276,714,507,2849,4,21,0,103,1.575478645066274,1026,1,645,390,268,177,77,64,40,13,6,18,1026,1,645,390,268,177,77,64,40,13,6,145,1406,667,395,104,3,1316,0,102,39,0.001053001053001053,1,2001-09-21 23:11:11,1001113871,4,11
277,836,1388,5278,5,14,0,173,1.9889807162534439,1165,24,1832,604,530,293,195,168,160,97,3,16,1165,24,1832,604,530,293,195,168,160,97,3,137,2934,790,1048,181,9,1609,0,185,119,0.0017051913603637742,1,2001-09-21 23:16:11,1001114171,5,9
278,647,767,3831,3,15,0,296,1.3648576034390112,1500,3,910,586,378,115,83,97,25,23,2,10,1500,3,910,586,378,115,83,97,25,23,2,216,1810,870,530,105,5,1175,0,322,82,0.0013051422605063953,1,2001-09-21 23:21:11,1001114471,3,9
279,588,683,3046,3,14,0,187,1.3976430976430976,1180,10,642,626,247,113,54,49,11,23,13,11,1180,10,642,626,247,113,54,49,11,23,13,196,1437,743,407,71,1,1281,0,208,114,0.00032829940906106366,1,2001-09-21 23:26:11,1001114771,3,10
280,486,580,2797,3,15,0,181,1.3871323529411763,1016,18,654,590,283,75,29,24,3,3,8,13,1016,18,654,590,283,75,29,24,3,3,8,120,1441,654,324,77,3,1176,0,314,68,0.0010725777618877366,1,2001-09-21 23:31:11,1001115071,3,9
281,480,573,2946,3,15,0,206,1.4579276773296246,1242,1,651,407,163,127,123,107,25,11,10,14,1242,1,651,407,163,127,123,107,25,11,10,227,1174,718,551,53,0,1542,0,266,64,0.0,0,2001-09-21 23:36:11,1001115371,3,12
282,509,517,3033,2,16,0,208,1.2602179836512262,1428,18,646,403,200,100,50,11,22,4,25,14,1428,18,646,403,200,100,50,11,22,4,25,244,1239,880,365,78,0,1373,0,254,107,0.0,0,2001-09-21 23:41:11,1001115671,2,11
283,474,401,2203,4,16,0,142,1.4645222327341532,857,4,523,289,155,130,67,42,14,27,1,13,857,4,523,289,155,130,67,42,14,27,1,133,1116,544,179,89,14,1273,0,132,59,0.006354970494779845,2,2001-09-21 23:46:11,1001115971,4,13
284,579,723,3378,5,16,0,151,1.6420943851188423,1101,4,634,418,330,171,145,33,22,13,2,14,1101,4,634,418,330,171,145,33,22,13,2,277,1525,619,331,467,2,1370,0,236,77,0.0005920663114268798,1,2001-09-21 23:51:11,1001116271,5,10
285,575,766,2828,7,13,0,165,1.4905169207883973,927,1,719,395,358,150,81,23,19,5,11,10,927,1,719,395,358,150,81,23,19,5,11,170,1450,550,354,134,9,1066,0,279,54,0.0031824611032531826,2,2001-09-21 23:56:11,1001116571,4,9
286,691,779,3441,10,14,0,225,1.6881913303437968,1315,24,586,460,547,164,120,43,21,14,37,11,1315,24,586,460,547,164,120,43,21,14,37,111,1697,911,401,89,0,1349,0,209,69,0.0,0,2001-09-22 00:01:11,1001116871,5,10
287,686,381,2577,4,15,0,122,1.52328431372549,979,30,535,382,255,146,45,29,22,8,12,12,979,30,535,382,255,146,45,29,22,8,12,163,1281,636,246,109,0,1193,0,207,98,0.0,0,2001-09-22 00:06:11,1001117171,4,10
288,205,94,672,4,15,0,43,1.719626168224299,228,0,155,95,55,36,38,10,4,17,4,9,228,0,155,95,55,36,38,10,4,17,4,25,356,154,64,30,0,342,0,50,27,0.0,0,2001-09-22 00:11:11,1001117471,4,10
