;ann_to_longer;ann_to_shorter;announcements;as_path_avg;as_path_max;class;dups;edit_distance_avg;edit_distance_dict_0_;edit_distance_dict_10_;edit_distance_dict_11_;edit_distance_dict_12_;edit_distance_dict_13_;edit_distance_dict_14_;edit_distance_dict_15_;edit_distance_dict_16_;edit_distance_dict_17_;edit_distance_dict_18_;edit_distance_dict_19_;edit_distance_dict_1_;edit_distance_dict_20_;edit_distance_dict_21_;edit_distance_dict_23_;edit_distance_dict_2_;edit_distance_dict_3_;edit_distance_dict_4_;edit_distance_dict_5_;edit_distance_dict_6_;edit_distance_dict_7_;edit_distance_dict_8_;edit_distance_dict_9_;edit_distance_max;edit_distance_unique_dict_0_;edit_distance_unique_dict_10_;edit_distance_unique_dict_11_;edit_distance_unique_dict_12_;edit_distance_unique_dict_13_;edit_distance_unique_dict_14_;edit_distance_unique_dict_15_;edit_distance_unique_dict_16_;edit_distance_unique_dict_17_;edit_distance_unique_dict_18_;edit_distance_unique_dict_19_;edit_distance_unique_dict_1_;edit_distance_unique_dict_20_;edit_distance_unique_dict_21_;edit_distance_unique_dict_23_;edit_distance_unique_dict_2_;edit_distance_unique_dict_3_;edit_distance_unique_dict_4_;edit_distance_unique_dict_5_;edit_distance_unique_dict_6_;edit_distance_unique_dict_7_;edit_distance_unique_dict_8_;edit_distance_unique_dict_9_;flaps;imp_wd_dpath;imp_wd_spath;nadas;news;number_rare_ases;origin_0_;origin_1_;origin_2_;origin_changes;rare_ases_avg;rare_ases_max;timestamp;timestamp2;unique_as_path_avg;unique_as_path_max
138;2073;2473;12125;2;17;0;846;1.3969985167088386;5146;4;7;5;0;0;0;0;0;0;0;2088;0;0;0;1852;964;582;448;42;278;21;24;12;5146;4;7;5;0;0;0;0;0;0;0;2088;0;0;0;1852;964;582;448;42;278;21;24;471;5385;3609;1150;657;1;2270;0;293;127;8.247422680412371e-05;1;2001-09-19 11:37:59;1000899479;2;11
139;3292;1804;9653;3;17;0;389;1.8812486590860331;3180;3;56;4;0;0;0;0;0;0;0;1876;0;0;0;1354;866;955;583;301;76;24;44;12;3180;3;56;4;0;0;0;0;0;0;0;1876;0;0;0;1354;866;955;583;301;76;24;44;370;5550;2259;754;287;0;2551;0;438;161;0.0;0;2001-09-19 11:42:59;1000899779;3;10
140;3390;1377;8979;9;20;0;476;1.4930971007823286;2839;1;3;0;0;0;0;0;0;0;0;1499;0;0;0;2875;741;394;201;112;11;11;5;11;2839;1;3;0;0;0;0;0;0;0;0;1499;0;0;0;2875;741;394;201;112;11;11;5;385;5284;1773;774;185;5;2041;0;521;103;0.0005568548836173293;1;2001-09-19 11:47:59;1000900079;9;10
141;2934;4892;14312;2;15;0;406;1.50328853302831;3126;5;0;0;0;0;0;0;0;0;0;2984;0;0;0;6600;688;374;106;66;20;3;16;10;3126;5;0;0;0;0;0;0;0;0;0;2984;0;0;0;6600;688;374;106;66;20;3;16;399;10475;2102;606;281;1;2892;0;519;125;6.987143655673561e-05;1;2001-09-19 11:52:59;1000900379;2;10
142;1340;1161;5710;7;14;0;310;1.465271513620783;2300;3;0;0;0;0;0;0;0;0;0;1061;0;0;0;1019;440;334;166;62;134;19;5;10;2300;3;0;0;0;0;0;0;0;0;0;1061;0;0;0;1019;440;334;166;62;134;19;5;329;2886;1520;498;142;2;2083;0;212;145;0.0003502626970227671;1;2001-09-19 11:57:59;1000900679;4;10
143;1986;1618;8328;3;15;0;438;1.5031446540880504;3179;0;72;1;0;0;0;0;0;0;0;1833;0;0;0;1071;936;653;269;40;38;14;3;12;3179;0;72;1;0;0;0;0;0;0;0;1833;0;0;0;1071;936;653;269;40;38;14;3;374;3846;2166;1285;190;10;2647;0;330;147;0.0011997600479904018;1;2001-09-19 12:02:59;1000900979;3;11
144;1243;1360;6058;2;20;0;433;1.2600806451612903;2622;3;0;0;0;0;0;0;0;0;0;1396;0;0;0;895;437;293;154;76;45;19;12;10;2622;3;0;0;0;0;0;0;0;0;0;1396;0;0;0;895;437;293;154;76;45;19;12;387;2864;1600;668;90;11;2298;0;297;132;0.0018157807857378673;3;2001-09-19 12:07:59;1000901279;2;10
145;1488;1050;6340;6;15;0;520;1.4718554551772063;2523;3;0;0;0;0;0;0;0;0;0;1142;0;0;0;857;407;240;318;136;73;25;32;10;2523;3;0;0;0;0;0;0;0;0;0;1142;0;0;0;857;407;240;318;136;73;25;32;271;2860;1630;475;544;19;2296;0;237;136;0.002996845425867508;1;2001-09-19 12:12:59;1000901579;6;11
146;1347;1220;6312;4;15;0;697;1.3321619812583667;2762;3;4;0;0;0;0;0;0;0;0;982;0;0;0;1068;500;338;135;94;52;28;10;11;2762;3;4;0;0;0;0;0;0;0;0;982;0;0;0;1068;500;338;135;94;52;28;10;379;2616;1514;770;277;8;2290;0;450;204;0.0012674271229404308;1;2001-09-19 12:17:59;1000901879;2;10
147;2202;2437;9607;4;16;0;743;1.6574202496532593;3440;0;1;0;0;0;0;0;0;0;0;1728;0;0;0;1823;885;470;710;205;63;38;10;11;3440;0;1;0;0;0;0;0;0;0;0;1728;0;0;0;1823;885;470;710;205;63;38;10;284;5337;2277;732;210;3;2733;0;540;151;0.00031227230144686166;1;2001-09-19 12:22:59;1000902179;4;11
148;3140;2844;16226;3;15;0;733;1.5744735655869664;7098;0;4;1;0;0;0;0;0;0;0;3055;0;0;0;1939;537;981;630;689;324;65;206;12;7098;0;4;1;0;0;0;0;0;0;0;3055;0;0;0;1939;537;981;630;689;324;65;206;873;7228;5017;1678;627;9;3172;1;594;159;0.000554665351904351;1;2001-09-19 12:27:59;1000902479;3;13
149;1698;1172;8063;4;20;0;628;1.2006325632563257;3213;10;2;0;0;0;0;0;0;0;0;1857;0;0;0;1106;435;316;156;104;27;36;10;11;3213;10;2;0;0;0;0;0;0;0;0;1857;0;0;0;1106;435;316;156;104;27;36;10;379;3626;2047;592;752;11;3017;0;426;173;0.0013634110064452156;1;2001-09-19 12:32:59;1000902779;4;10
150;1806;2001;9221;7;19;0;499;1.5240702715035364;3637;57;15;0;0;0;10;0;0;0;0;1962;0;0;0;1233;708;468;340;176;43;59;58;15;3637;57;15;0;0;0;10;0;0;0;0;1962;0;0;0;1233;708;468;340;176;43;59;58;445;4400;2351;1071;345;0;3373;7;522;166;0.0;0;2001-09-19 12:37:59;1000903079;7;10
151;2138;3058;10383;11;19;0;794;1.8146573039264167;3545;12;30;7;0;0;0;0;0;0;0;1953;0;0;0;1655;931;797;832;169;98;28;54;12;3545;12;30;7;0;0;0;0;0;0;0;1953;0;0;0;1655;931;797;832;169;98;28;54;349;5988;2268;712;241;5;3037;0;419;140;0.00048155639025329865;1;2001-09-19 12:42:59;1000903379;4;10
152;2193;1522;8890;9;16;0;564;1.3011534025374856;3647;2;0;0;0;0;0;0;0;0;0;2183;0;0;0;1438;681;250;73;160;65;160;11;10;3647;2;0;0;0;0;0;0;0;0;0;2183;0;0;0;1438;681;250;73;160;65;160;11;402;4304;2536;864;175;4;3053;16;317;225;0.0004499437570303712;1;2001-09-19 12:47:59;1000903679;7;10
153;1402;1722;9524;4;18;0;902;1.1557010365521003;4394;5;1;8;1;0;0;0;0;0;0;2140;0;0;0;1366;449;397;122;76;115;75;16;13;4394;5;1;8;1;0;0;0;0;0;0;2140;0;0;0;1366;449;397;122;76;115;75;16;565;3982;2573;1143;275;1;2848;5;500;98;0.00010499790004199917;1;2001-09-19 12:52:59;1000903979;4;14
154;2670;1594;10279;3;16;0;492;1.531865232392937;4287;1;12;9;0;0;0;0;0;0;0;1733;0;0;0;1418;788;744;551;136;97;16;62;12;4287;1;12;9;0;0;0;0;0;0;0;1733;0;0;0;1418;788;744;551;136;97;16;62;838;4620;2647;1257;397;9;2826;2;524;270;0.0008755715536530791;1;2001-09-19 12:57:59;1000904279;3;12
155;1903;1676;9024;10;17;0;441;1.5282820002342195;3528;2;15;8;0;0;0;0;0;0;0;1851;0;0;0;1251;610;493;350;209;173;42;7;12;3528;2;15;8;0;0;0;0;0;0;0;1851;0;0;0;1251;610;493;350;209;173;42;7;524;4237;2343;994;324;3;2952;0;410;105;0.0003324468085106383;1;2001-09-19 13:02:59;1000904579;5;11
156;3247;2654;12736;4;19;0;531;1.8488261283895002;4224;17;83;19;0;0;0;0;0;0;0;2259;0;0;0;2038;907;640;511;363;264;129;89;12;4224;17;83;19;0;0;0;0;0;0;0;2259;0;0;0;2038;907;640;511;363;264;129;89;433;6709;3004;866;1166;8;3932;0;571;222;0.000628140703517588;1;2001-09-19 13:07:59;1000904879;4;12
157;1748;1087;7725;5;18;0;425;1.2659391154508903;2895;9;1;0;4;3;3;0;0;0;0;1715;0;0;0;1239;511;318;125;70;39;28;4;15;2895;9;1;0;4;3;3;0;0;0;0;1715;0;0;0;1239;511;318;125;70;39;28;4;262;3555;2030;692;732;3;3211;0;340;232;0.0003883495145631068;1;2001-09-19 13:12:59;1000905179;5;11
158;1334;2763;9366;7;17;0;475;1.5071247100408705;3448;52;3;0;5;3;1;0;0;0;0;2098;0;0;0;1570;793;516;291;114;131;20;8;15;3448;52;3;0;5;3;1;0;0;0;0;2098;0;0;0;1570;793;516;291;114;131;20;8;469;4871;2169;1069;283;4;2930;0;365;225;0.0004269399082079197;1;2001-09-19 13:17:59;1000905479;6;9
159;1578;1398;7270;5;12;0;683;1.370938247292165;3002;2;0;0;0;0;0;0;0;0;0;1660;0;0;0;1060;537;332;238;153;104;18;3;10;3002;2;0;0;0;0;0;0;0;0;0;1660;0;0;0;1060;537;332;238;153;104;18;3;283;3671;1890;582;135;2;2239;5;362;157;0.0002751031636863824;1;2001-09-19 13:22:59;1000905779;5;10
160;1561;1778;8833;8;15;0;556;1.1941542288557214;3357;10;7;0;0;0;0;0;0;0;0;2098;0;0;0;1325;788;216;91;82;35;23;8;11;3357;10;7;0;0;0;0;0;0;0;0;2098;0;0;0;1325;788;216;91;82;35;23;8;397;4289;2189;609;739;5;2996;0;294;67;0.0005660590965696819;1;2001-09-19 13:27:59;1000906079;5;10
161;2187;1922;13238;4;25;0;2856;1.0668161434977579;5612;0;0;0;0;0;0;0;0;0;6;2624;6;0;1;1328;676;403;330;103;39;21;1;23;5612;0;0;0;0;0;0;0;0;0;6;2624;6;0;1;1328;676;403;330;103;39;21;1;369;4869;2258;798;2040;1;3496;0;460;171;7.554011179936546e-05;1;2001-09-19 13:32:59;1000906379;4;11
162;2402;1886;11356;6;17;0;572;1.3199085123309466;4108;4;10;3;0;0;0;0;0;0;0;2609;0;0;0;1494;868;392;265;157;126;11;9;12;4108;4;10;3;0;0;0;0;0;0;0;2609;0;0;0;1494;868;392;265;157;126;11;9;436;4941;2846;1261;1011;7;3749;23;408;157;0.0006164142303628038;1;2001-09-19 13:37:59;1000906679;6;12
163;2000;2418;10347;6;17;0;632;1.4431629260182877;3560;14;4;16;8;0;0;0;0;0;0;2375;0;0;0;1820;962;365;199;144;91;42;24;13;3560;14;4;16;8;0;0;0;0;0;0;2375;0;0;0;1820;962;365;199;144;91;42;24;519;5295;2194;984;486;18;3306;1;294;129;0.0017396346767178893;2;2001-09-19 13:42:59;1000906979;4;13
164;1489;1381;7041;4;15;0;399;1.4823778550900015;2335;17;8;3;2;0;0;0;0;0;0;1939;0;0;0;1042;612;181;185;140;82;27;38;13;2335;17;8;3;2;0;0;0;0;0;0;1939;0;0;0;1042;612;181;185;140;82;27;38;413;3770;1318;711;402;4;2718;0;391;174;0.0005678591709256105;1;2001-09-19 13:47:59;1000907279;4;10
165;2120;1667;8874;4;14;0;538;1.5254100254100253;3368;19;2;0;0;0;0;0;0;0;0;2123;0;0;0;1358;767;204;235;330;167;50;35;11;3368;19;2;0;0;0;0;0;0;0;0;2123;0;0;0;1358;767;204;235;330;167;50;35;473;4700;2190;757;193;4;2989;0;511;147;0.000450755014649538;1;2001-09-19 13:52:59;1000907579;4;11
166;1316;1616;7013;6;17;0;492;1.5063084458957994;2752;33;6;2;0;0;0;0;0;0;0;1364;0;0;0;1193;513;436;115;198;92;9;24;12;2752;33;6;2;0;0;0;0;0;0;0;1364;0;0;0;1193;513;436;115;198;92;9;24;376;3323;1618;928;250;0;2647;0;431;110;0.0;0;2001-09-19 13:57:59;1000907879;3;13
167;2048;1699;20353;4;19;0;8560;0.7954880341446064;11611;15;2;2;0;0;0;0;0;0;0;4462;0;0;0;2008;627;423;213;103;81;47;87;12;11611;15;2;2;0;0;0;0;0;0;0;4462;0;0;0;2008;627;423;213;103;81;47;87;352;7424;2503;842;580;78;6096;6;609;161;0.003830853101517607;1;2001-09-19 14:02:59;1000908179;4;11
168;1365;1698;7281;3;25;0;418;1.4810866072732585;2544;1;0;1;1;5;3;1;0;0;4;1774;1;2;3;1036;701;370;193;110;64;31;2;23;2544;1;0;1;1;5;3;1;0;0;4;1774;1;2;3;1036;701;370;193;110;64;31;2;381;3669;1567;812;399;6;2982;0;316;164;0.0008216926869350862;1;2001-09-19 14:07:59;1000908479;3;10
169;1425;1115;6212;5;17;0;265;1.5833611203734579;2214;3;1;0;0;0;0;0;0;0;0;1323;0;0;0;1002;579;429;204;130;46;49;18;11;2214;3;1;0;0;0;0;0;0;0;0;1323;0;0;0;1002;579;429;204;130;46;49;18;281;3171;1523;758;198;8;2391;0;389;301;0.00128783000643915;1;2001-09-19 14:12:59;1000908779;5;11
170;1766;1419;9437;4;16;0;476;1.3295205083766608;3537;3;0;0;0;0;0;0;0;0;3;2080;4;1;0;1683;550;238;212;227;95;14;8;21;3537;3;0;0;0;0;0;0;0;0;3;2080;4;1;0;1683;550;238;212;227;95;14;8;230;4309;2489;1151;600;0;2559;0;421;130;0.0;0;2001-09-19 14:17:59;1000909079;4;12
171;1814;1871;8984;4;16;0;469;1.3191686984790434;3245;10;1;28;0;0;0;0;0;0;1;2281;0;1;0;1696;813;254;132;66;16;42;27;21;3245;10;1;28;0;0;0;0;0;0;1;2281;0;1;0;1696;813;254;132;66;16;42;27;414;4579;2110;1041;283;3;2920;0;326;183;0.00033392698130008905;1;2001-09-19 14:22:59;1000909379;4;11
172;2136;2423;10216;6;15;0;694;1.4983302024629515;3575;2;1;0;0;0;0;0;0;0;0;2095;0;0;0;1653;998;740;304;76;117;13;8;11;3575;2;1;0;0;0;0;0;0;0;0;2095;0;0;0;1653;998;740;304;76;117;13;8;457;5401;2220;810;545;2;3308;0;499;310;0.00019577133907595928;1;2001-09-19 14:27:59;1000909679;6;11
173;2222;3234;12117;5;16;0;954;1.804369414101291;4317;8;35;15;0;3;1;0;0;0;0;1900;0;0;0;1328;1233;1006;755;247;147;18;64;15;4317;8;35;15;0;3;1;0;0;0;0;1900;0;0;0;1328;1233;1006;755;247;147;18;64;386;6074;2820;843;1004;17;3259;2;406;162;0.0014029875381695138;1;2001-09-19 14:32:59;1000909979;5;10
174;4205;3284;16391;5;18;0;876;1.731972606418692;5227;9;8;3;0;0;8;4;0;0;0;3093;0;0;0;2917;1072;870;761;563;311;17;31;16;5227;9;8;3;0;0;8;4;0;0;0;3093;0;0;0;2917;1072;870;761;563;311;17;31;433;8404;3686;1495;1278;14;4627;0;399;419;0.0008541272649624794;2;2001-09-19 14:37:59;1000910279;4;12
175;3720;4650;16273;3;16;0;1071;1.8680766006834741;5361;24;2;2;0;1;0;0;0;0;0;2438;0;0;0;3044;1599;1154;959;648;190;63;24;14;5361;24;2;2;0;1;0;0;0;0;0;2438;0;0;0;3044;1599;1154;959;648;190;63;24;787;8644;3220;1787;431;1;3547;45;377;244;6.144015728680265e-05;1;2001-09-19 14:42:59;1000910579;3;11
176;2335;3167;13570;6;18;0;673;1.5325190602147192;5143;16;10;38;0;2;1;0;0;0;0;2704;0;0;0;2069;1282;646;431;246;161;45;60;15;5143;16;10;38;0;2;1;0;0;0;0;2704;0;0;0;2069;1282;646;431;246;161;45;60;578;6651;3595;1357;660;3;3288;0;499;188;0.0002210759027266028;1;2001-09-19 14:47:59;1000910879;4;10
177;1618;1573;7880;2;16;0;385;1.6405237580993521;2779;17;4;2;0;0;0;0;0;0;0;1677;0;0;0;1088;852;240;295;245;119;42;48;12;2779;17;4;2;0;0;0;0;0;0;0;1677;0;0;0;1088;852;240;295;245;119;42;48;295;3931;1938;859;448;1;2655;0;439;199;0.00012669453946534905;1;2001-09-19 14:52:59;1000911179;2;11
178;1176;1430;6468;6;17;0;284;1.563043822180035;2799;2;12;10;0;0;0;0;0;0;0;1136;0;0;0;748;718;336;222;163;68;49;58;12;2799;2;12;10;0;0;0;0;0;0;0;1136;0;0;0;748;718;336;222;163;68;49;58;552;2683;1812;990;113;0;2067;1;346;87;0.0;0;2001-09-19 14:57:59;1000911479;4;9
179;2035;1581;13513;5;16;0;945;1.2189059005676932;4421;1;1;1;0;0;0;0;0;0;0;3646;0;0;0;1873;834;468;147;77;96;46;15;12;4421;1;1;1;0;0;0;0;0;0;0;3646;0;0;0;1873;834;468;147;77;96;46;15;320;6641;2986;734;1838;39;3459;0;635;648;0.0028861096721675425;1;2001-09-19 15:02:59;1000911779;3;8
180;4608;2050;14671;4;15;0;617;1.4697481572481572;4228;39;2;8;0;0;0;0;0;0;0;2951;0;0;0;3799;892;518;401;88;24;30;44;12;4228;39;2;8;0;0;0;0;0;0;0;2951;0;0;0;3799;892;518;401;88;24;30;44;280;8045;3105;977;1241;12;3587;7;434;252;0.0008179401540453957;1;2001-09-19 15:07:59;1000912079;4;12
181;3401;4114;17496;3;15;0;1067;1.4760413589364845;4766;0;1;0;0;0;0;0;0;0;0;4950;0;0;0;4546;975;879;522;158;99;24;5;11;4766;0;1;0;0;0;0;0;0;0;0;4950;0;0;0;4546;975;879;522;158;99;24;5;316;11439;3039;1064;477;0;3656;3;457;220;0.0;0;2001-09-19 15:12:59;1000912379;3;12
182;2008;1630;8278;6;15;0;451;1.5323815704088255;2572;0;13;0;0;0;0;0;0;0;0;2009;0;0;0;1467;652;491;292;152;38;8;11;11;2572;0;13;0;0;0;0;0;0;0;0;2009;0;0;0;1467;652;491;292;152;38;8;11;257;4677;1751;569;545;0;2648;0;482;142;0.0;0;2001-09-19 15:17:59;1000912679;5;11
183;1312;1104;7199;3;14;0;434;1.0882481432940148;3450;2;2;0;0;0;0;0;0;0;0;1525;0;0;0;943;333;334;67;141;59;8;3;11;3450;2;2;0;0;0;0;0;0;0;0;1525;0;0;0;943;333;334;67;141;59;8;3;231;3153;2666;383;311;0;2239;0;349;91;0.0;0;2001-09-19 15:22:59;1000912979;3;12
184;1007;597;5101;3;14;0;334;1.2174906522642293;2327;35;12;3;0;0;0;0;0;0;0;1135;0;0;0;565;385;107;147;33;7;9;49;12;2327;35;12;3;0;0;0;0;0;0;0;1135;0;0;0;565;385;107;147;33;7;9;49;246;2249;1654;331;277;0;1974;0;309;86;0.0;0;2001-09-19 15:27:59;1000913279;3;9
185;1920;2051;11141;3;14;0;687;1.274125082539383;4479;4;2;3;1;0;0;0;0;0;0;2912;0;0;0;1320;877;426;296;126;53;16;86;13;4479;4;2;3;1;0;0;0;0;0;0;2912;0;0;0;1320;877;426;296;126;53;16;86;794;4907;2794;1419;443;0;3225;0;301;87;0.0;0;2001-09-19 15:32:59;1000913579;3;11
186;1311;1832;7308;6;17;0;489;1.4563287514318441;2635;5;0;0;0;0;0;0;0;0;0;1779;0;0;0;1163;559;337;239;107;131;24;5;10;2635;5;0;0;0;0;0;0;0;0;0;1779;0;0;0;1163;559;337;239;107;131;24;5;450;3565;1503;977;259;0;2386;0;465;154;0.0;0;2001-09-19 15:37:59;1000913879;6;10
187;1860;1347;6871;4;19;0;457;1.498925391464538;2378;2;0;11;0;0;0;0;0;0;0;1352;0;0;0;1331;778;299;221;71;43;16;12;12;2378;2;0;11;0;0;0;0;0;0;0;1352;0;0;0;1331;778;299;221;71;43;16;12;263;3428;1544;822;321;3;2315;0;336;145;0.00043661766846165044;1;2001-09-19 15:42:59;1000914179;4;10
188;2022;3789;13243;10;14;0;942;1.577240241891149;4887;5;7;9;0;0;0;0;0;0;0;2744;0;0;0;1916;1000;1036;846;133;115;20;15;12;4887;5;7;9;0;0;0;0;0;0;0;2744;0;0;0;1916;1000;1036;846;133;115;20;15;357;6891;3401;1142;469;7;3115;0;569;289;0.0005285811372045609;1;2001-09-19 15:47:59;1000914479;6;12
189;5218;2249;16877;7;16;0;924;1.690057753213687;6444;8;57;9;0;0;0;0;0;0;0;3066;0;0;0;2104;1619;920;1212;368;157;29;110;12;6444;8;57;9;0;0;0;0;0;0;0;3066;0;0;0;2104;1619;920;1212;368;157;29;110;509;8991;4825;854;727;1;3601;2;455;169;5.9238196789289736e-05;1;2001-09-19 15:52:59;1000914779;6;10
190;1241;829;6738;3;14;0;335;1.1933693138010795;2724;24;6;0;0;0;0;0;0;0;0;1935;0;0;0;879;362;303;150;48;38;6;10;11;2724;24;6;0;0;0;0;0;0;0;0;1935;0;0;0;879;362;303;150;48;38;6;10;197;3349;2049;555;225;2;2523;0;376;106;0.00029682398337785694;1;2001-09-19 15:57:59;1000915079;3;11
191;1359;1532;15578;3;15;0;1606;1.0859190988223246;4070;0;0;0;0;0;0;0;0;0;0;2809;0;0;0;1711;691;253;142;52;33;1;3;9;4070;0;0;0;0;0;0;0;0;0;0;2809;0;0;0;1711;691;253;142;52;33;1;3;353;5067;1989;750;5668;217;4623;6;472;108;0.013929901142637053;1;2001-09-19 16:02:59;1000915379;3;9
192;981;932;6063;3;15;0;491;1.1641737249954947;2135;2;0;0;0;0;0;0;0;0;0;1864;0;0;0;851;247;248;119;50;20;11;2;10;2135;2;0;0;0;0;0;0;0;0;0;1864;0;0;0;851;247;248;119;50;20;11;2;223;3161;1307;367;498;7;2134;0;381;103;0.0011545439551377205;1;2001-09-19 16:07:59;1000915679;3;11
193;914;1036;6551;4;17;0;327;1.237437790977685;2214;9;1;0;0;0;0;0;0;0;0;2337;0;0;0;756;440;260;55;42;74;16;25;11;2214;9;1;0;0;0;0;0;0;0;0;2337;0;0;0;756;440;260;55;42;74;16;25;180;3650;1605;467;306;4;2127;0;349;85;0.000610593802472905;1;2001-09-19 16:12:59;1000915979;4;10
194;1408;1184;7385;4;19;0;472;1.4778015703069236;2874;47;59;23;13;1;0;0;13;0;0;1807;0;0;0;1149;481;215;88;54;96;56;29;17;2874;47;59;23;13;1;0;0;13;0;0;1807;0;0;0;1149;481;215;88;54;96;56;29;327;3476;1902;828;369;1;2274;0;392;89;0.00013540961408259986;1;2001-09-19 16:17:59;1000916279;4;10
195;657;795;4728;4;17;0;212;1.1756225425950197;1673;0;0;0;0;0;0;0;0;0;0;1688;0;0;0;623;297;116;76;64;13;14;14;9;1673;0;0;0;0;0;0;0;0;0;0;1688;0;0;0;623;297;116;76;64;13;14;14;230;2475;1124;537;133;5;2060;0;244;85;0.001055297593921486;1;2001-09-19 16:22:59;1000916579;4;9
196;909;1033;6354;3;16;0;345;0.9509160041479433;2844;22;2;0;0;0;0;0;0;0;0;1501;0;0;0;930;257;111;62;35;14;6;2;11;2844;22;2;0;0;0;0;0;0;0;0;1501;0;0;0;930;257;111;62;35;14;6;2;149;2693;2287;312;561;1;2177;0;192;66;0.00015738117721120554;1;2001-09-19 16:27:59;1000916879;3;10
197;1414;1089;6441;5;17;0;426;1.3369957081545065;2215;7;5;2;2;0;0;0;0;0;0;1460;0;0;0;1201;468;129;244;60;15;7;10;13;2215;7;5;2;2;0;0;0;0;0;0;1460;0;0;0;1201;468;129;244;60;15;7;10;298;3227;1368;506;579;3;2248;30;259;82;0.0004657661853749418;1;2001-09-19 16:32:59;1000917179;5;10
198;1455;1692;8887;2;21;0;385;1.320236813778256;2421;10;5;5;0;0;0;0;3;0;0;2627;0;0;0;1158;676;257;154;64;28;19;5;17;2421;10;5;5;0;0;0;0;3;0;0;2627;0;0;0;1158;676;257;154;64;28;19;5;385;4211;1528;923;976;47;2872;2;253;67;0.005282085861991459;2;2001-09-19 16:37:59;1000917479;2;11
199;1017;1067;5817;4;20;0;395;1.1583198707592892;2403;0;3;0;0;0;0;3;3;0;0;1349;0;0;0;1029;436;198;98;31;9;6;3;17;2403;0;3;0;0;0;0;3;3;0;0;1349;0;0;0;1029;436;198;98;31;9;6;3;421;2780;1376;599;217;1;1994;13;271;60;0.00017190991920233798;1;2001-09-19 16:42:59;1000917779;4;9
200;1032;730;4928;5;14;0;307;1.2088974854932302;1904;7;2;0;0;0;0;0;0;0;0;1207;0;0;0;887;328;177;62;35;20;16;8;11;1904;7;2;0;0;0;0;0;0;0;0;1207;0;0;0;887;328;177;62;35;20;16;8;284;2450;1207;405;259;0;1842;0;259;109;0.0;0;2001-09-19 16:47:59;1000918079;5;11
201;1229;1379;5604;5;16;0;413;1.718034617532105;1948;2;32;7;9;0;0;0;0;0;0;1061;0;0;0;896;636;329;281;105;24;9;34;13;1948;2;32;7;9;0;0;0;0;0;0;1061;0;0;0;896;636;329;281;105;24;9;34;193;2771;1202;794;171;0;1943;0;225;144;0.0;0;2001-09-19 16:52:59;1000918379;5;11
202;1087;991;5530;3;15;0;247;1.325413031371821;1983;1;23;0;2;0;0;0;0;0;0;1646;0;0;0;914;402;158;106;80;49;21;2;13;1983;1;23;0;2;0;0;0;0;0;0;1646;0;0;0;914;402;158;106;80;49;21;2;323;2926;1220;671;133;0;1927;0;340;153;0.0;0;2001-09-19 16:57:59;1000918679;3;10
203;6845;4457;74640;5;17;0;934;1.8697198991105801;5510;19;21;7;50;4;0;0;0;0;0;13237;0;0;0;9165;5655;1761;927;377;755;139;38;14;5510;19;21;7;50;4;0;0;0;0;0;13237;0;0;0;9165;5655;1761;927;377;755;139;38;2775;31386;1421;1149;13993;327;20024;24;1692;235;0.0043803247066388044;1;2001-09-19 17:02:59;1000918979;5;9
204;2601;4791;17616;3;18;0;569;1.8671793340301628;2787;4;5;2;0;0;0;0;0;0;0;3684;0;0;0;2480;3053;535;379;272;135;47;11;12;2787;4;5;2;0;0;0;0;0;0;0;3684;0;0;0;2480;3053;535;379;272;135;47;11;348;9999;1705;773;4114;268;5766;4;606;209;0.015211715291179475;1;2001-09-19 17:07:59;1000919279;3;11
205;792;963;4077;6;17;0;211;1.3303684879288438;1634;7;3;0;0;0;0;0;0;0;0;759;0;0;0;863;331;155;115;38;15;9;6;11;1634;7;3;0;0;0;0;0;0;0;0;759;0;0;0;863;331;155;115;38;15;9;6;289;1836;999;600;115;1;1779;0;203;103;0.0002452783909737552;1;2001-09-19 17:12:59;1000919579;3;13
206;1944;2704;9282;4;15;0;599;1.937548018878279;2929;6;30;9;0;0;0;0;0;0;0;2028;0;0;0;1023;917;1023;908;92;78;12;56;12;2929;6;30;9;0;0;0;0;0;0;0;2028;0;0;0;1023;917;1023;908;92;78;12;56;246;5763;1933;570;157;0;2526;0;345;145;0.0;0;2001-09-19 17:17:59;1000919879;4;10
207;639;804;5657;4;15;0;328;1.1136528685548293;1928;0;0;0;0;0;0;0;0;0;0;2220;0;0;0;703;364;154;69;47;11;12;0;8;1928;0;0;0;0;0;0;0;0;0;0;2220;0;0;0;703;364;154;69;47;11;12;0;264;3193;1224;499;139;6;2115;0;171;126;0.0010606328442637441;1;2001-09-19 17:22:59;1000920179;4;10
208;837;820;5235;3;15;0;272;1.2211273157272369;1987;6;25;15;2;0;0;0;0;0;0;1773;0;0;0;581;362;150;79;49;25;10;10;13;1987;6;25;15;2;0;0;0;0;0;0;1773;0;0;0;581;362;150;79;49;25;10;10;222;2677;1319;584;128;0;2067;0;350;119;0.0;0;2001-09-19 17:27:59;1000920479;3;11
209;941;931;6018;3;15;0;319;1.0869341563786008;2322;4;3;2;0;0;0;0;0;0;0;2140;0;0;0;688;362;118;70;77;23;12;11;12;2322;4;3;2;0;0;0;0;0;0;0;2140;0;0;0;688;362;118;70;77;23;12;11;260;3089;1611;553;152;0;2319;3;275;84;0.0;0;2001-09-19 17:32:59;1000920779;3;10
